# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MAK	ENSG00000111837	ENST00000536370	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAK	ENSG00000111837	ENST00000538030	protein_coding	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MAL	ENSG00000172005	ENST00000309988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAL	ENSG00000172005	ENST00000349807	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAL	ENSG00000172005	ENST00000353004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAL	ENSG00000172005	ENST00000354078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAL	ENSG00000172005	ENST00000489399	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MALT1	ENSG00000172175	ENST00000345724	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALT1	ENSG00000172175	ENST00000348428	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALT1	ENSG00000172175	ENST00000591792	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAML1	ENSG00000161021	ENST00000292599	protein_coding	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
MAML1	ENSG00000161021	ENST00000503050	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MAML1	ENSG00000161021	ENST00000507385	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAML1	ENSG00000161021	ENST00000511027	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MAML2	ENSG00000184384	ENST00000524717	protein_coding	0	4	5	2	0	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	4	0
MAML3	ENSG00000196782	ENST00000327122	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MAML3	ENSG00000196782	ENST00000398940	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MAML3	ENSG00000196782	ENST00000502696	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAML3	ENSG00000196782	ENST00000509479	protein_coding	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MAMLD1	ENSG00000013619	ENST00000262858	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000358892	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000370401	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000426613	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000432680	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000455522	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	ENSG00000013619	ENST00000468306	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAOA	ENSG00000189221	ENST00000338702	protein_coding	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	3	0
MAOA	ENSG00000189221	ENST00000490604	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAOA	ENSG00000189221	ENST00000497485	processed_transcript	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAOA	ENSG00000189221	ENST00000542639	protein_coding	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0
MAP2K1	ENSG00000169032	ENST00000307102	protein_coding	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000425818	retained_intron	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000566326	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000262948	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	2	1
MAP2K2	ENSG00000126934	ENST00000394867	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1
MAP2K2	ENSG00000126934	ENST00000593364	processed_transcript	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000595715	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MAP2K2	ENSG00000126934	ENST00000597008	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000597263	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K2	ENSG00000126934	ENST00000599021	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MAP2K2	ENSG00000126934	ENST00000599345	processed_transcript	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1
MAP2K2	ENSG00000126934	ENST00000600584	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MAP2K2	ENSG00000126934	ENST00000601786	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000602167	processed_transcript	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000316920	protein_coding	0	11	7	23	2	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	0	3	0	0	0	0	0	10	0
MAP2K3	ENSG00000034152	ENST00000342679	protein_coding	0	12	9	23	2	0	0	0	0	0	0	0	0	0	0	22	7	0	0	3	0	0	3	0	0	0	0	0	10	0
MAP2K3	ENSG00000034152	ENST00000361818	protein_coding	0	12	9	23	2	0	0	0	0	0	0	0	0	0	0	22	7	0	0	3	0	0	3	0	0	0	0	0	10	0
MAP2K3	ENSG00000034152	ENST00000395491	nonsense_mediated_decay	0	3	0	40	19	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000477540	retained_intron	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	5
MAP2K3	ENSG00000034152	ENST00000479129	nonsense_mediated_decay	0	3	0	25	5	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000483928	nonsense_mediated_decay	0	1	0	15	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000496046	nonsense_mediated_decay	0	5	3	33	12	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	0	0	3	0	0	0	0	0	4	0
MAP2K3	ENSG00000034152	ENST00000526076	protein_coding	0	5	3	18	0	0	0	0	0	0	0	0	11	0	0	8	3	0	0	0	0	0	3	0	0	0	0	0	4	0
MAP2K3	ENSG00000034152	ENST00000527123	protein_coding	0	4	1	10	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	6
MAP2K3	ENSG00000034152	ENST00000529517	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000534743	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K3	ENSG00000034152	ENST00000583508	retained_intron	0	3	0	23	0	0	0	0	0	0	0	0	17	0	0	4	0	5	0	0	0	0	3	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000178640	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000340972	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000354498	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000395476	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000439036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000558392	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000559262	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	ENSG00000137764	ENST00000560591	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	ENSG00000108984	ENST00000359094	nonsense_mediated_decay	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP2K6	ENSG00000108984	ENST00000586641	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	ENSG00000108984	ENST00000588110	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP2K6	ENSG00000108984	ENST00000589295	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	ENSG00000108984	ENST00000589647	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	ENSG00000108984	ENST00000590474	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP2K6	ENSG00000108984	ENST00000591445	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000397979	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000397981	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000397983	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000465324	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000468058	retained_intron	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000475022	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000494348	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000498118	retained_intron	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K7	ENSG00000076984	ENST00000545011	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	0	3	3	5	0	0	0	0	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	3	0
MAP3K1	ENSG00000095015	ENST00000469188	retained_intron	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
MAP3K10	ENSG00000130758	ENST00000253055	protein_coding	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
MAP3K10	ENSG00000130758	ENST00000593502	nonsense_mediated_decay	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K10	ENSG00000130758	ENST00000593906	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K10	ENSG00000130758	ENST00000594791	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K10	ENSG00000130758	ENST00000594951	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K10	ENSG00000130758	ENST00000597986	nonsense_mediated_decay	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000309100	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP3K11	ENSG00000173327	ENST00000524848	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000524856	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000526293	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000527304	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000529839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000530153	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K11	ENSG00000173327	ENST00000530949	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K11	ENSG00000173327	ENST00000532507	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K11	ENSG00000173327	ENST00000534110	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K11	ENSG00000173327	ENST00000534432	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000267079	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000547020	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000547035	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000547151	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000547488	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000547803	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000548565	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000548690	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K12	ENSG00000139625	ENST00000551511	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K12	ENSG00000139625	ENST00000551895	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	ENSG00000139625	ENST00000552365	nonsense_mediated_decay	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000265026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000420577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000424227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000433092	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000438053	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000439882	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000443863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000446828	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000477582	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13	ENSG00000073803	ENST00000535426	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000344686	processed_transcript	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000376926	processed_transcript	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000586644	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000587332	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000592267	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000585346	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000585351	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000585780	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000586450	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000588160	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000588504	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000588698	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000590100	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000591263	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	ENSG00000267278	ENST00000592422	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K15	ENSG00000180815	ENST00000338883	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K15	ENSG00000180815	ENST00000359173	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K15	ENSG00000180815	ENST00000469203	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K15	ENSG00000180815	ENST00000470101	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K15	ENSG00000180815	ENST00000518578	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000315513	protein_coding	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000358371	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000375844	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000375845	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000392915	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000392917	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000392918	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	ENSG00000176601	ENST00000414343	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
